Report Date,FIPS,Locality,Health District,Health Region,Vaccination Status,Sex,People by vaccination status count
03/24/2021,51141,Patrick,West Piedmont,Southwest,Not Reported,Not Reported,0
03/24/2021,51133,Northumberland,Three Rivers,Eastern,Not Reported,Not Reported,0
03/24/2021,51101,King William,Three Rivers,Eastern,Not Reported,Not Reported,0
03/24/2021,51640,Galax,Mount Rogers,Southwest,Fully Vaccinated,Male,402
03/24/2021,51800,Suffolk,Western Tidewater,Eastern,At Least One Dose,Female,11513
03/24/2021,51149,Prince George,Crater,Central,Fully Vaccinated,Female,1644
03/24/2021,51103,Lancaster,Three Rivers,Eastern,Not Reported,Not Reported,0
03/24/2021,51145,Powhatan,Chesterfield,Central,Fully Vaccinated,Female,2157
03/24/2021,51113,Madison,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,11
03/24/2021,51071,Giles,New River,Southwest,Not Reported,Male,0
03/24/2021,51775,Salem,Alleghany,Southwest,At Least One Dose,Male,2963
03/24/2021,51159,Richmond County,Three Rivers,Eastern,At Least One Dose,Male,1099
03/24/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,At Least One Dose,Not Reported,6
03/24/2021,51550,Chesapeake,Chesapeake,Eastern,Not Reported,Female,0
03/24/2021,51015,Augusta,Central Shenandoah,Northwest,Fully Vaccinated,Male,6610
03/24/2021,51640,Galax,Mount Rogers,Southwest,Not Reported,Female,0
03/24/2021,51095,James City,Peninsula,Eastern,Fully Vaccinated,Not Reported,92
03/24/2021,51091,Highland,Central Shenandoah,Northwest,Fully Vaccinated,Male,214
03/24/2021,51750,Radford,New River,Southwest,Not Reported,Not Reported,0
03/24/2021,51193,Westmoreland,Three Rivers,Eastern,Fully Vaccinated,Male,988
03/24/2021,51081,Greensville,Crater,Central,Fully Vaccinated,Male,850
03/24/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Female,2349
03/24/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Not Reported,Female,0
03/24/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Not Reported,2
03/24/2021,51678,Lexington,Central Shenandoah,Northwest,Not Reported,Not Reported,0
03/24/2021,51141,Patrick,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
03/24/2021,51650,Hampton,Hampton,Eastern,Not Reported,Male,0
03/24/2021,51069,Frederick,Lord Fairfax,Northwest,Not Reported,Female,0
03/24/2021,51595,Emporia,Crater,Central,Not Reported,Female,0
03/24/2021,51155,Pulaski,New River,Southwest,Fully Vaccinated,Male,2624
03/24/2021,51095,James City,Peninsula,Eastern,Fully Vaccinated,Female,9738
03/24/2021,51199,York,Peninsula,Eastern,Fully Vaccinated,Male,3754
03/24/2021,51169,Scott,Lenowisco,Southwest,Fully Vaccinated,Not Reported,0
03/24/2021,51073,Gloucester,Three Rivers,Eastern,Fully Vaccinated,Male,2327
03/24/2021,51037,Charlotte,Piedmont,Central,Not Reported,Male,0
03/24/2021,51175,Southampton,Western Tidewater,Eastern,Fully Vaccinated,Female,921
03/24/2021,51580,Covington,Alleghany,Southwest,Not Reported,Not Reported,0
03/24/2021,51065,Fluvanna,Blue Ridge,Northwest,Not Reported,Female,0
03/24/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Female,2586
03/24/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Female,56954
03/24/2021,51185,Tazewell,Cumberland Plateau,Southwest,Fully Vaccinated,Female,2973
03/24/2021,51045,Craig,Alleghany,Southwest,At Least One Dose,Female,611
03/24/2021,51670,Hopewell,Crater,Central,Fully Vaccinated,Female,995
03/24/2021,51191,Washington,Mount Rogers,Southwest,At Least One Dose,Female,9774
03/24/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Female,6635
03/24/2021,Not Reported,Not Reported,Not Reported,Not Reported,At Least One Dose,Male,52425
03/24/2021,51001,Accomack,Eastern Shore,Eastern,Fully Vaccinated,Not Reported,2
03/24/2021,51015,Augusta,Central Shenandoah,Northwest,Not Reported,Female,0
03/24/2021,51135,Nottoway,Piedmont,Central,Fully Vaccinated,Not Reported,1
03/24/2021,51077,Grayson,Mount Rogers,Southwest,Fully Vaccinated,Female,1180
03/24/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Female,29588
03/24/2021,51775,Salem,Alleghany,Southwest,Not Reported,Male,0
03/24/2021,51159,Richmond County,Three Rivers,Eastern,Not Reported,Male,0
03/24/2021,51087,Henrico,Henrico,Central,Not Reported,Not Reported,0
03/24/2021,51009,Amherst,Central Virginia,Southwest,Fully Vaccinated,Not Reported,8
03/24/2021,51177,Spotsylvania,Rappahannock,Northwest,Not Reported,Female,0
03/24/2021,51101,King William,Three Rivers,Eastern,Fully Vaccinated,Female,1064
03/24/2021,51700,Newport News,Peninsula,Eastern,Fully Vaccinated,Female,11631
03/24/2021,51003,Albemarle,Blue Ridge,Northwest,At Least One Dose,Male,14386
03/24/2021,51161,Roanoke County,Alleghany,Southwest,At Least One Dose,Female,18657
03/24/2021,51053,Dinwiddie,Crater,Central,Not Reported,Not Reported,0
03/24/2021,51183,Sussex,Crater,Central,Fully Vaccinated,Not Reported,0
03/24/2021,51121,Montgomery,New River,Southwest,Fully Vaccinated,Female,8526
03/24/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Not Reported,0
03/24/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Not Reported,74
03/24/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Male,0
03/24/2021,51059,Fairfax,Fairfax,Northern,Not Reported,Female,0
03/24/2021,51770,Roanoke City,Roanoke,Southwest,Not Reported,Female,0
03/24/2021,51530,Buena Vista City,Central Shenandoah,Northwest,Fully Vaccinated,Male,225
03/24/2021,51595,Emporia,Crater,Central,At Least One Dose,Male,321
03/24/2021,51700,Newport News,Peninsula,Eastern,Not Reported,Male,0
03/24/2021,51135,Nottoway,Piedmont,Central,Not Reported,Male,0
03/24/2021,51720,Norton,Lenowisco,Southwest,At Least One Dose,Female,637
03/24/2021,51101,King William,Three Rivers,Eastern,Not Reported,Male,0
03/24/2021,51590,Danville,Pittsylvania-Danville,Southwest,Fully Vaccinated,Male,1879
03/24/2021,51191,Washington,Mount Rogers,Southwest,Fully Vaccinated,Male,4520
03/24/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Not Reported,199
03/24/2021,51109,Louisa,Blue Ridge,Northwest,Not Reported,Not Reported,0
03/24/2021,51135,Nottoway,Piedmont,Central,Fully Vaccinated,Male,1197
03/24/2021,51191,Washington,Mount Rogers,Southwest,Not Reported,Not Reported,0
03/24/2021,51770,Roanoke City,Roanoke,Southwest,Fully Vaccinated,Male,5689
03/24/2021,51033,Caroline,Rappahannock,Northwest,Not Reported,Not Reported,0
03/24/2021,51740,Portsmouth,Portsmouth,Eastern,Not Reported,Female,0
03/24/2021,51081,Greensville,Crater,Central,Not Reported,Not Reported,0
03/24/2021,51730,Petersburg,Crater,Central,Fully Vaccinated,Male,832
03/24/2021,51167,Russell,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
03/24/2021,51179,Stafford,Rappahannock,Northwest,At Least One Dose,Not Reported,81
03/24/2021,51197,Wythe,Mount Rogers,Southwest,Not Reported,Male,0
03/24/2021,51097,King and Queen,Three Rivers,Eastern,Fully Vaccinated,Male,308
03/24/2021,51195,Wise,Lenowisco,Southwest,Fully Vaccinated,Not Reported,2
03/24/2021,51053,Dinwiddie,Crater,Central,At Least One Dose,Male,1985
03/24/2021,51173,Smyth,Mount Rogers,Southwest,Fully Vaccinated,Female,2951
03/24/2021,51115,Mathews,Three Rivers,Eastern,Fully Vaccinated,Female,1099
03/24/2021,51105,Lee,Lenowisco,Southwest,Not Reported,Male,0
03/24/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Not Reported,743
03/24/2021,51127,New Kent,Chickahominy,Central,Not Reported,Male,0
03/24/2021,51025,Brunswick,Southside,Central,Not Reported,Male,0
03/24/2021,51790,Staunton,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,19
03/24/2021,51125,Nelson,Blue Ridge,Northwest,Fully Vaccinated,Not Reported,78
03/24/2021,51031,Campbell,Central Virginia,Southwest,Not Reported,Female,0
03/24/2021,51037,Charlotte,Piedmont,Central,Fully Vaccinated,Not Reported,1
03/24/2021,51057,Essex,Three Rivers,Eastern,At Least One Dose,Male,1041
03/24/2021,51620,Franklin City,Western Tidewater,Eastern,At Least One Dose,Female,1242
03/24/2021,51085,Hanover,Chickahominy,Central,Not Reported,Male,0
03/24/2021,51683,Manassas City,Prince William,Northern,Fully Vaccinated,Male,1465
03/24/2021,51043,Clarke,Lord Fairfax,Northwest,At Least One Dose,Male,1591
03/24/2021,51065,Fluvanna,Blue Ridge,Northwest,Not Reported,Male,0
03/24/2021,51017,Bath,Central Shenandoah,Northwest,Fully Vaccinated,Female,331
03/24/2021,51141,Patrick,West Piedmont,Southwest,Not Reported,Male,0
03/24/2021,51720,Norton,Lenowisco,Southwest,Not Reported,Not Reported,0
03/24/2021,51047,Culpeper,Rappahannock Rapidan,Northwest,Not Reported,Female,0
03/24/2021,51678,Lexington,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,0
03/24/2021,51029,Buckingham,Piedmont,Central,Fully Vaccinated,Male,1070
03/24/2021,51063,Floyd,New River,Southwest,Fully Vaccinated,Not Reported,1
03/24/2021,Out-of-State,Out-of-State,Out-of-State,Out-of-State,Not Reported,Male,0
03/24/2021,51133,Northumberland,Three Rivers,Eastern,At Least One Dose,Male,1900
03/24/2021,51029,Buckingham,Piedmont,Central,At Least One Dose,Not Reported,18
03/24/2021,51650,Hampton,Hampton,Eastern,Not Reported,Female,0
03/24/2021,51019,Bedford,Central Virginia,Southwest,Fully Vaccinated,Male,3671
03/24/2021,51670,Hopewell,Crater,Central,At Least One Dose,Not Reported,3
03/24/2021,51790,Staunton,Central Shenandoah,Northwest,Not Reported,Not Reported,0
03/24/2021,51159,Richmond County,Three Rivers,Eastern,Fully Vaccinated,Not Reported,0
03/24/2021,51007,Amelia,Piedmont,Central,Not Reported,Male,0
03/24/2021,51147,Prince Edward,Piedmont,Central,At Least One Dose,Male,1762
03/24/2021,51157,Rappahannock,Rappahannock Rapidan,Northwest,At Least One Dose,Female,1284
03/24/2021,51087,Henrico,Henrico,Central,Fully Vaccinated,Female,27982
03/25/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Male,16124
03/25/2021,51550,Chesapeake,Chesapeake,Eastern,Fully Vaccinated,Female,16155
03/25/2021,51740,Portsmouth,Portsmouth,Eastern,Fully Vaccinated,Not Reported,74
03/25/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Male,0
03/25/2021,51149,Prince George,Crater,Central,At Least One Dose,Male,2373
03/25/2021,51177,Spotsylvania,Rappahannock,Northwest,At Least One Dose,Female,18821
03/25/2021,51165,Rockingham,Central Shenandoah,Northwest,Not Reported,Male,0
03/25/2021,51145,Powhatan,Chesterfield,Central,Not Reported,Male,0
03/25/2021,51169,Scott,Lenowisco,Southwest,Not Reported,Female,0
03/25/2021,51065,Fluvanna,Blue Ridge,Northwest,At Least One Dose,Not Reported,138
03/25/2021,51041,Chesterfield,Chesterfield,Central,At Least One Dose,Not Reported,83
03/25/2021,51069,Frederick,Lord Fairfax,Northwest,Fully Vaccinated,Female,8449
03/25/2021,51149,Prince George,Crater,Central,Not Reported,Male,0
03/25/2021,51011,Appomattox,Central Virginia,Southwest,Fully Vaccinated,Not Reported,0
03/25/2021,51700,Newport News,Peninsula,Eastern,At Least One Dose,Male,13988
03/25/2021,51101,King William,Three Rivers,Eastern,At Least One Dose,Male,1449
03/25/2021,51650,Hampton,Hampton,Eastern,Not Reported,Male,0
03/25/2021,51181,Surry,Crater,Central,Fully Vaccinated,Female,758
03/25/2021,51171,Shenandoah,Lord Fairfax,Northwest,Not Reported,Female,0
03/25/2021,51550,Chesapeake,Chesapeake,Eastern,At Least One Dose,Not Reported,744
03/25/2021,51117,Mecklenburg,Southside,Central,Not Reported,Not Reported,0
03/25/2021,51177,Spotsylvania,Rappahannock,Northwest,At Least One Dose,Not Reported,43
03/25/2021,51590,Danville,Pittsylvania-Danville,Southwest,Not Reported,Not Reported,0
03/25/2021,51630,Fredericksburg,Rappahannock,Northwest,Fully Vaccinated,Not Reported,5
03/25/2021,51820,Waynesboro,Central Shenandoah,Northwest,Fully Vaccinated,Female,2658
03/25/2021,51187,Warren,Lord Fairfax,Northwest,Not Reported,Not Reported,0
03/25/2021,51011,Appomattox,Central Virginia,Southwest,At Least One Dose,Male,1657
03/25/2021,51680,Lynchburg,Central Virginia,Southwest,At Least One Dose,Female,10594
03/25/2021,51810,Virginia Beach,Virginia Beach,Eastern,At Least One Dose,Female,57948
03/25/2021,51179,Stafford,Rappahannock,Northwest,At Least One Dose,Not Reported,81
03/25/2021,51167,Russell,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
03/25/2021,51520,Bristol,Mount Rogers,Southwest,At Least One Dose,Female,2609
03/25/2021,51185,Tazewell,Cumberland Plateau,Southwest,Fully Vaccinated,Female,3105
03/25/2021,51199,York,Peninsula,Eastern,Not Reported,Male,0
03/25/2021,51670,Hopewell,Crater,Central,Fully Vaccinated,Male,539
03/25/2021,51043,Clarke,Lord Fairfax,Northwest,Not Reported,Female,0
03/25/2021,51600,Fairfax City,Fairfax,Northern,Fully Vaccinated,Male,1331
03/25/2021,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Female,0
03/25/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Female,11328
03/25/2021,51036,Charles City,Chickahominy,Central,Fully Vaccinated,Male,683
03/25/2021,51051,Dickenson,Cumberland Plateau,Southwest,Not Reported,Not Reported,0
03/25/2021,51019,Bedford,Central Virginia,Southwest,At Least One Dose,Not Reported,6
03/25/2021,51690,Martinsville,West Piedmont,Southwest,Not Reported,Not Reported,0
03/25/2021,51035,Carroll,Mount Rogers,Southwest,Fully Vaccinated,Male,1477
03/25/2021,51580,Covington,Alleghany,Southwest,Fully Vaccinated,Female,344
03/25/2021,51059,Fairfax,Fairfax,Northern,Not Reported,Male,0
03/25/2021,51630,Fredericksburg,Rappahannock,Northwest,Not Reported,Not Reported,0
03/25/2021,51155,Pulaski,New River,Southwest,Fully Vaccinated,Male,2638
03/25/2021,51820,Waynesboro,Central Shenandoah,Northwest,Not Reported,Female,0
03/25/2021,51590,Danville,Pittsylvania-Danville,Southwest,Fully Vaccinated,Not Reported,1
03/25/2021,51095,James City,Peninsula,Eastern,Fully Vaccinated,Female,9818
03/25/2021,51139,Page,Lord Fairfax,Northwest,Fully Vaccinated,Not Reported,8
03/25/2021,51760,Richmond City,Richmond,Central,Fully Vaccinated,Male,9534
03/25/2021,51720,Norton,Lenowisco,Southwest,Not Reported,Female,0
03/25/2021,51009,Amherst,Central Virginia,Southwest,At Least One Dose,Male,3380
03/25/2021,51143,Pittsylvania,Pittsylvania-Danville,Southwest,Not Reported,Not Reported,0
03/25/2021,51685,Manassas Park,Prince William,Northern,At Least One Dose,Male,951
03/25/2021,51003,Albemarle,Blue Ridge,Northwest,At Least One Dose,Male,14672
03/25/2021,51161,Roanoke County,Alleghany,Southwest,At Least One Dose,Female,18707
03/25/2021,51590,Danville,Pittsylvania-Danville,Southwest,At Least One Dose,Not Reported,2
03/25/2021,51177,Spotsylvania,Rappahannock,Northwest,Not Reported,Not Reported,0
03/25/2021,51175,Southampton,Western Tidewater,Eastern,At Least One Dose,Male,2120
03/25/2021,51119,Middlesex,Three Rivers,Eastern,At Least One Dose,Female,2019
03/25/2021,51135,Nottoway,Piedmont,Central,Fully Vaccinated,Female,1045
03/25/2021,51690,Martinsville,West Piedmont,Southwest,Fully Vaccinated,Not Reported,0
03/25/2021,51023,Botetourt,Alleghany,Southwest,Fully Vaccinated,Female,3614
03/25/2021,51640,Galax,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
03/25/2021,51111,Lunenburg,Piedmont,Central,Not Reported,Male,0
03/25/2021,51065,Fluvanna,Blue Ridge,Northwest,At Least One Dose,Male,3019
03/25/2021,51115,Mathews,Three Rivers,Eastern,Fully Vaccinated,Not Reported,3
03/25/2021,51710,Norfolk,Norfolk,Eastern,At Least One Dose,Not Reported,937
03/25/2021,51091,Highland,Central Shenandoah,Northwest,Not Reported,Female,0
03/25/2021,51103,Lancaster,Three Rivers,Eastern,Fully Vaccinated,Female,1530
03/25/2021,51153,Prince William,Prince William,Northern,At Least One Dose,Male,34222
03/25/2021,51035,Carroll,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
03/25/2021,51137,Orange,Rappahannock Rapidan,Northwest,Fully Vaccinated,Not Reported,21
03/25/2021,51119,Middlesex,Three Rivers,Eastern,Fully Vaccinated,Female,1188
03/25/2021,51683,Manassas City,Prince William,Northern,At Least One Dose,Not Reported,13
03/25/2021,51195,Wise,Lenowisco,Southwest,Fully Vaccinated,Not Reported,2
03/25/2021,51153,Prince William,Prince William,Northern,Fully Vaccinated,Not Reported,176
03/25/2021,51013,Arlington,Arlington,Northern,At Least One Dose,Male,19579
03/25/2021,51197,Wythe,Mount Rogers,Southwest,Fully Vaccinated,Not Reported,0
03/25/2021,51790,Staunton,Central Shenandoah,Northwest,Not Reported,Not Reported,0
03/25/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Male,0
03/25/2021,51690,Martinsville,West Piedmont,Southwest,Fully Vaccinated,Female,892
03/25/2021,51001,Accomack,Eastern Shore,Eastern,Not Reported,Not Reported,0
03/25/2021,51163,Rockbridge,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,1
03/25/2021,51139,Page,Lord Fairfax,Northwest,At Least One Dose,Not Reported,18
03/25/2021,51103,Lancaster,Three Rivers,Eastern,At Least One Dose,Female,2586
03/25/2021,51125,Nelson,Blue Ridge,Northwest,Not Reported,Not Reported,0
03/25/2021,51153,Prince William,Prince William,Northern,Fully Vaccinated,Male,16647
03/25/2021,51029,Buckingham,Piedmont,Central,Not Reported,Male,0
03/25/2021,51119,Middlesex,Three Rivers,Eastern,Not Reported,Male,0
03/25/2021,51147,Prince Edward,Piedmont,Central,At Least One Dose,Not Reported,19
03/25/2021,51069,Frederick,Lord Fairfax,Northwest,Not Reported,Male,0
03/25/2021,51059,Fairfax,Fairfax,Northern,Fully Vaccinated,Not Reported,114
03/25/2021,51199,York,Peninsula,Eastern,At Least One Dose,Female,10538
03/25/2021,51800,Suffolk,Western Tidewater,Eastern,Not Reported,Female,0
03/25/2021,51063,Floyd,New River,Southwest,At Least One Dose,Not Reported,1
03/25/2021,51097,King and Queen,Three Rivers,Eastern,Fully Vaccinated,Not Reported,1
03/25/2021,51071,Giles,New River,Southwest,Fully Vaccinated,Male,1053
03/25/2021,51023,Botetourt,Alleghany,Southwest,At Least One Dose,Female,5763
03/25/2021,51640,Galax,Mount Rogers,Southwest,At Least One Dose,Not Reported,1
03/25/2021,51790,Staunton,Central Shenandoah,Northwest,Fully Vaccinated,Not Reported,19
03/25/2021,51021,Bland,Mount Rogers,Southwest,At Least One Dose,Male,769
03/25/2021,51081,Greensville,Crater,Central,Fully Vaccinated,Male,863
03/25/2021,51029,Buckingham,Piedmont,Central,Fully Vaccinated,Not Reported,10
03/25/2021,51133,Northumberland,Three Rivers,Eastern,Fully Vaccinated,Male,1105
03/25/2021,51139,Page,Lord Fairfax,Northwest,At Least One Dose,Male,2268
03/25/2021,51830,Williamsburg,Peninsula,Eastern,Fully Vaccinated,Female,1232
03/25/2021,51036,Charles City,Chickahominy,Central,Not Reported,Not Reported,0
03/25/2021,51179,Stafford,Rappahannock,Northwest,At Least One Dose,Female,18997
03/25/2021,51001,Accomack,Eastern Shore,Eastern,Fully Vaccinated,Not Reported,2
03/25/2021,51107,Loudoun,Loudoun,Northern,Fully Vaccinated,Not Reported,25
03/25/2021,51193,Westmoreland,Three Rivers,Eastern,Not Reported,Male,0
03/25/2021,51033,Caroline,Rappahannock,Northwest,Fully Vaccinated,Not Reported,4
03/25/2021,51165,Rockingham,Central Shenandoah,Northwest,At Least One Dose,Not Reported,365
03/25/2021,51510,Alexandria,Alexandria,Northern,At Least One Dose,Not Reported,47
03/25/2021,51021,Bland,Mount Rogers,Southwest,Fully Vaccinated,Male,474
03/25/2021,51169,Scott,Lenowisco,Southwest,At Least One Dose,Female,2743
03/25/2021,51037,Charlotte,Piedmont,Central,Not Reported,Male,0
03/25/2021,51600,Fairfax City,Fairfax,Northern,Fully Vaccinated,Not Reported,1
03/25/2021,51115,Mathews,Three Rivers,Eastern,Not Reported,Not Reported,0
03/25/2021,51017,Bath,Central Shenandoah,Northwest,Not Reported,Male,0
