Ship Date,FIPS,Locality,Health District,Facility Type,Vaccine Manufacturer,Dose Number,Vaccine Doses Shipped Count
03/18/2021,51195,Wise,Lenowisco,Local Health Departments,Moderna,2,200
04/29/2021,51173,Smyth,Mount Rogers,Other Community Health Providers,J&J,1,100
02/24/2021,51510,Alexandria,Alexandria,Medical Practices,Moderna,1,100
03/08/2021,51145,Powhatan,Chesterfield,Pharmacies,Moderna,1,100
03/14/2021,51700,Newport News,Peninsula,Pharmacies,Moderna,1,200
03/07/2021,51051,Dickenson,Cumberland Plateau,Local Health Departments,Moderna,1,200
04/18/2021,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,Moderna,2,100
04/22/2021,51840,Winchester,Lord Fairfax,Medical Practices,Moderna,2,300
01/10/2021,51105,Lee,Lenowisco,Local Health Departments,Moderna,1,400
04/05/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,4000
03/29/2021,51840,Winchester,Lord Fairfax,Local Health Departments,J&J,1,700
02/07/2021,51760,Richmond City,Richmond,Local Health Departments,Moderna,2,1400
03/22/2021,51115,Mathews,Three Rivers,Pharmacies,Moderna,1,100
03/28/2021,51001,Accomack,Eastern Shore,Local Health Departments,Moderna,1,1000
02/22/2021,51037,Charlotte,Piedmont,Medical Practices,Moderna,2,100
01/24/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,600
12/20/2020,51680,Lynchburg,Central Virginia,Hospitals,Moderna,1,1000
02/22/2021,51161,Roanoke County,Alleghany,Hospitals,Moderna,2,100
03/25/2021,51083,Halifax,Southside,Pharmacies,Moderna,2,400
03/27/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,2,1170
02/21/2021,51167,Russell,Cumberland Plateau,Local Health Departments,Moderna,2,1800
02/20/2021,51173,Smyth,Mount Rogers,Other Community Health Providers,Moderna,2,800
02/25/2021,51087,Henrico,Henrico,Pharmacies,Moderna,2,200
03/13/2021,51630,Fredericksburg,Rappahannock,Hospitals,Pfizer,2,2340
04/22/2021,51036,Charles City,Chickahominy,Medical Practices,Moderna,2,100
02/25/2021,51117,Mecklenburg,Southside,Local Health Departments,Moderna,2,200
04/01/2021,51650,Hampton,Hampton,Other Community Health Providers,Moderna,2,200
04/08/2021,51595,Emporia,Crater,Medical Practices,Moderna,2,100
04/29/2021,51153,Prince William,Prince William,Medical Practices,Moderna,1,300
02/08/2021,51683,Manassas City,Prince William,Pharmacies,Moderna,1,100
04/09/2021,51810,Virginia Beach,Virginia Beach,Hospitals,Pfizer,2,2340
04/22/2021,51013,Arlington,Arlington,Local Health Departments,Moderna,2,100
03/18/2021,51510,Alexandria,Alexandria,Local Health Departments,Moderna,2,100
03/27/2021,51087,Henrico,Henrico,Hospitals,Pfizer,2,2340
02/04/2021,51087,Henrico,Henrico,Medical Practices,Moderna,2,400
03/01/2021,51685,Manassas Park,Prince William,Other Community Health Providers,Moderna,2,1200
04/29/2021,51117,Mecklenburg,Southside,Local Health Departments,Moderna,2,100
02/22/2021,51029,Buckingham,Piedmont,Medical Practices,Moderna,2,100
02/06/2021,51760,Richmond City,Richmond,Pharmacies,Pfizer,1,1950
04/29/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,2,2000
04/15/2021,51185,Tazewell,Cumberland Plateau,Pharmacies,Moderna,2,300
03/28/2021,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,400
02/08/2021,51093,Isle of Wight,Western Tidewater,Pharmacies,Moderna,1,100
03/08/2021,51193,Westmoreland,Three Rivers,Medical Practices,Moderna,1,100
04/09/2021,51710,Norfolk,Norfolk,Medical Practices,Pfizer,1,1170
03/25/2021,51027,Buchanan,Cumberland Plateau,Local Health Departments,Moderna,2,100
02/12/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,975
04/04/2021,51600,Fairfax City,Fairfax,Local Health Departments,J&J,1,2500
02/20/2021,51800,Suffolk,Western Tidewater,Medical Practices,Moderna,1,200
02/20/2021,51065,Fluvanna,Blue Ridge,Other Community Health Providers,Moderna,1,200
02/21/2021,51013,Arlington,Arlington,Local Health Departments,Moderna,2,2100
01/20/2021,51061,Fauquier,Rappahannock Rapidan,Hospitals,Moderna,2,200
02/20/2021,51105,Lee,Lenowisco,Medical Practices,Moderna,2,100
02/24/2021,51730,Petersburg,Crater,Local Health Departments,Moderna,1,300
04/01/2021,51089,Henry,West Piedmont,Medical Practices,Moderna,2,500
04/06/2021,51700,Newport News,Peninsula,Local Health Departments,Moderna,1,3000
04/22/2021,51167,Russell,Cumberland Plateau,Medical Practices,Moderna,2,200
03/13/2021,51041,Chesterfield,Chesterfield,Other Community Health Providers,Pfizer,1,18720
04/29/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,1900
04/11/2021,51117,Mecklenburg,Southside,Medical Practices,Moderna,1,100
03/22/2021,51067,Franklin County,West Piedmont,Local Health Departments,Moderna,1,100
04/04/2021,51041,Chesterfield,Chesterfield,Local Health Departments,J&J,1,500
02/21/2021,51710,Norfolk,Norfolk,Medical Practices,Moderna,1,500
03/06/2021,51760,Richmond City,Richmond,Pharmacies,Pfizer,1,8190
02/20/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,2,3000
03/28/2021,51730,Petersburg,Crater,Hospitals,Moderna,1,200
01/09/2021,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,975
04/15/2021,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,800
02/22/2021,51683,Manassas City,Prince William,Hospitals,Moderna,2,800
04/29/2021,51015,Augusta,Central Shenandoah,Hospitals,Moderna,2,100
04/29/2021,51770,Roanoke City,Roanoke,Hospitals,Moderna,2,200
04/25/2021,51095,James City,Peninsula,Pharmacies,Moderna,1,200
01/24/2021,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,1,100
04/11/2021,51153,Prince William,Prince William,Local Health Departments,Moderna,2,1900
04/15/2021,Not Reported,Not Reported,Not Reported,Medical Practices,Moderna,2,200
03/28/2021,51177,Spotsylvania,Rappahannock,Medical Practices,Moderna,1,400
03/14/2021,51600,Fairfax City,Fairfax,Pharmacies,Moderna,1,100
02/22/2021,51087,Henrico,Henrico,Pharmacies,Moderna,1,400
03/21/2021,51027,Buchanan,Cumberland Plateau,Pharmacies,Moderna,1,100
01/20/2021,51760,Richmond City,Richmond,Hospitals,Moderna,2,3000
03/07/2021,51041,Chesterfield,Chesterfield,Local Health Departments,Moderna,1,3300
03/27/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,1,1170
04/10/2021,51510,Alexandria,Alexandria,Local Health Departments,Pfizer,2,2340
04/29/2021,51650,Hampton,Hampton,Local Health Departments,Moderna,2,300
02/20/2021,51510,Alexandria,Alexandria,Other Community Health Providers,Moderna,2,300
04/18/2021,51770,Roanoke City,Roanoke,Pharmacies,Moderna,1,100
03/14/2021,51810,Virginia Beach,Virginia Beach,Medical Practices,Moderna,1,600
01/30/2021,51770,Roanoke City,Roanoke,Hospitals,Pfizer,1,975
02/24/2021,51107,Loudoun,Loudoun,Local Health Departments,Moderna,1,1000
03/08/2021,51161,Roanoke County,Alleghany,Medical Practices,Moderna,1,600
04/25/2021,51069,Frederick,Lord Fairfax,Pharmacies,Moderna,1,400
12/14/2020,51540,Charlottesville,Blue Ridge,Hospitals,Pfizer,1,2925
04/25/2021,51087,Henrico,Henrico,Other Community Health Providers,Moderna,1,800
02/04/2021,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,2,1300
04/13/2021,51193,Westmoreland,Three Rivers,Other Community Health Providers,Moderna,1,100
04/01/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,200
01/03/2021,51760,Richmond City,Richmond,Local Health Departments,Moderna,1,500
03/29/2021,51590,Danville,Pittsylvania-Danville,Other Community Health Providers,J&J,1,2500
03/01/2021,51053,Dinwiddie,Crater,Hospitals,Moderna,1,100
03/11/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,2,2300
04/01/2021,51169,Scott,Lenowisco,Local Health Departments,Moderna,1,200
02/07/2021,51147,Prince Edward,Piedmont,Local Health Departments,Moderna,1,2000
12/14/2020,51191,Washington,Mount Rogers,Hospitals,Pfizer,1,975
04/11/2021,51095,James City,Peninsula,Medical Practices,Moderna,2,100
02/25/2021,51720,Norton,Lenowisco,Hospitals,Moderna,2,200
03/21/2021,51670,Hopewell,Crater,Pharmacies,Moderna,1,400
04/18/2021,51700,Newport News,Peninsula,Pharmacies,Moderna,1,100
02/28/2021,51051,Dickenson,Cumberland Plateau,Local Health Departments,Moderna,1,200
04/25/2021,51107,Loudoun,Loudoun,Pharmacies,Moderna,1,100
01/30/2021,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,2,1950
01/18/2021,51087,Henrico,Henrico,Pharmacies,Moderna,1,1200
04/29/2021,51171,Shenandoah,Lord Fairfax,Pharmacies,Moderna,2,300
03/01/2021,51710,Norfolk,Norfolk,Medical Practices,Moderna,1,100
02/20/2021,51595,Emporia,Crater,Pharmacies,Moderna,1,100
04/01/2021,51067,Franklin County,West Piedmont,Medical Practices,Moderna,2,100
01/24/2021,51117,Mecklenburg,Southside,Other Community Health Providers,Moderna,1,200
02/20/2021,51153,Prince William,Prince William,Other Community Health Providers,Moderna,1,300
04/01/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,1700
01/18/2021,51770,Roanoke City,Roanoke,Pharmacies,Moderna,1,100
03/05/2021,51540,Charlottesville,Blue Ridge,Pharmacies,Pfizer,1,1170
04/18/2021,51085,Hanover,Chickahominy,Pharmacies,Moderna,1,300
04/29/2021,51001,Accomack,Eastern Shore,Other Community Health Providers,Moderna,2,300
04/08/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,1,3300
12/14/2020,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,1,2925
02/21/2021,51135,Nottoway,Piedmont,Medical Practices,Moderna,2,200
02/06/2021,51073,Gloucester,Three Rivers,Hospitals,Pfizer,1,975
03/21/2021,51145,Powhatan,Chesterfield,Pharmacies,Moderna,1,300
01/11/2021,51061,Fauquier,Rappahannock Rapidan,Hospitals,Moderna,2,1000
04/06/2021,51700,Newport News,Peninsula,Local Health Departments,J&J,1,1400
04/25/2021,51033,Caroline,Rappahannock,Medical Practices,Moderna,1,100
12/22/2020,51195,Wise,Lenowisco,Local Health Departments,Moderna,1,1500
03/07/2021,51185,Tazewell,Cumberland Plateau,Local Health Departments,Moderna,1,200
01/28/2021,51087,Henrico,Henrico,Pharmacies,Moderna,2,500
02/26/2021,51041,Chesterfield,Chesterfield,Other Community Health Providers,Pfizer,1,1170
02/21/2021,51800,Suffolk,Western Tidewater,Pharmacies,Moderna,2,100
04/25/2021,51115,Mathews,Three Rivers,Pharmacies,Moderna,1,100
02/20/2021,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,2,4680
02/22/2021,51790,Staunton,Central Shenandoah,Pharmacies,Moderna,2,100
03/03/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,1,1170
01/09/2021,51720,Norton,Lenowisco,Hospitals,Pfizer,1,975
04/22/2021,51075,Goochland,Chickahominy,Pharmacies,Moderna,2,200
02/20/2021,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,3900
04/05/2021,51540,Charlottesville,Blue Ridge,Hospitals,Moderna,1,1000
04/01/2021,51760,Richmond City,Richmond,Medical Practices,Moderna,2,700
03/25/2021,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,2,200
03/29/2021,51107,Loudoun,Loudoun,Local Health Departments,J&J,1,2000
04/16/2021,51173,Smyth,Mount Rogers,Local Health Departments,Pfizer,1,1170
04/29/2021,51177,Spotsylvania,Rappahannock,Local Health Departments,Moderna,1,2000
01/03/2021,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,800
02/07/2021,51580,Covington,Alleghany,Local Health Departments,Moderna,1,400
12/28/2020,51087,Henrico,Henrico,Hospitals,Moderna,1,300
02/22/2021,51680,Lynchburg,Central Virginia,Pharmacies,Moderna,2,100
04/05/2021,51001,Accomack,Eastern Shore,Hospitals,Moderna,2,200
03/25/2021,51019,Bedford,Central Virginia,Medical Practices,Moderna,2,100
03/20/2021,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,2,2340
03/11/2021,51153,Prince William,Prince William,Medical Practices,Moderna,2,300
02/20/2021,51083,Halifax,Southside,Pharmacies,Moderna,1,300
03/04/2021,51169,Scott,Lenowisco,Local Health Departments,Moderna,2,200
04/22/2021,51025,Brunswick,Southside,Pharmacies,Moderna,2,100
03/07/2021,51550,Chesapeake,Chesapeake,Medical Practices,Moderna,1,300
04/15/2021,51153,Prince William,Prince William,Local Health Departments,Moderna,2,3500
01/11/2021,51800,Suffolk,Western Tidewater,Hospitals,Moderna,2,1000
02/25/2021,51510,Alexandria,Alexandria,Medical Practices,Moderna,2,200
01/24/2021,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,500
04/18/2021,51109,Louisa,Blue Ridge,Medical Practices,Moderna,1,100
03/07/2021,51085,Hanover,Chickahominy,Local Health Departments,Moderna,1,1900
02/26/2021,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,1,2340
03/18/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,2,400
02/07/2021,51153,Prince William,Prince William,Local Health Departments,Moderna,2,1900
02/26/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,1170
04/08/2021,51660,Harrisonburg,Central Shenandoah,Local Health Departments,Moderna,1,200
02/20/2021,51153,Prince William,Prince William,Local Health Departments,Moderna,2,2800
02/24/2021,51840,Winchester,Lord Fairfax,Pharmacies,Moderna,1,200
04/25/2021,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,500
02/13/2021,51013,Arlington,Arlington,Local Health Departments,Pfizer,1,1950
03/25/2021,51117,Mecklenburg,Southside,Hospitals,Moderna,2,200
04/23/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,2,1170
03/28/2021,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,1,1800
03/15/2021,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,2,4680
01/24/2021,51173,Smyth,Mount Rogers,Other Community Health Providers,Moderna,1,1100
04/18/2021,51730,Petersburg,Crater,Pharmacies,Moderna,2,100
12/28/2020,51059,Fairfax,Fairfax,Medical Practices,Moderna,1,1500
02/04/2021,51700,Newport News,Peninsula,Hospitals,Moderna,2,1600
04/16/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,1,1170
02/07/2021,51630,Fredericksburg,Rappahannock,Local Health Departments,Moderna,2,300
04/25/2021,51650,Hampton,Hampton,Medical Practices,Moderna,1,200
03/07/2021,51085,Hanover,Chickahominy,Hospitals,Moderna,1,100
01/30/2021,51015,Augusta,Central Shenandoah,Hospitals,Pfizer,1,1950
04/08/2021,51025,Brunswick,Southside,Other Community Health Providers,Moderna,2,100
01/18/2021,51087,Henrico,Henrico,Medical Practices,Moderna,1,200
02/24/2021,51660,Harrisonburg,Central Shenandoah,Pharmacies,Moderna,1,100
01/03/2021,51095,James City,Peninsula,Other Community Health Providers,Moderna,1,800
04/25/2021,51153,Prince William,Prince William,Pharmacies,Moderna,1,800
03/27/2021,51760,Richmond City,Richmond,Pharmacies,Pfizer,1,3510
03/28/2021,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,1,1700
02/20/2021,51017,Bath,Central Shenandoah,Hospitals,Moderna,2,400
02/22/2021,51073,Gloucester,Three Rivers,Hospitals,Moderna,2,100
03/28/2021,51181,Surry,Crater,Medical Practices,Moderna,1,200
04/15/2021,51179,Stafford,Rappahannock,Medical Practices,Moderna,2,100
12/22/2020,51019,Bedford,Central Virginia,Hospitals,Moderna,1,1000
01/24/2021,51163,Rockbridge,Central Shenandoah,Local Health Departments,Moderna,1,200
04/18/2021,51740,Portsmouth,Portsmouth,Hospitals,Moderna,1,600
04/02/2021,51059,Fairfax,Fairfax,Medical Practices,Pfizer,2,1170
02/13/2021,51145,Powhatan,Chesterfield,Other Community Health Providers,Pfizer,1,975
04/25/2021,51059,Fairfax,Fairfax,Other Community Health Providers,Moderna,1,1200
02/02/2021,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,1,1500
01/24/2021,51740,Portsmouth,Portsmouth,Local Health Departments,Moderna,1,1100
12/14/2020,51059,Fairfax,Fairfax,Hospitals,Pfizer,1,13650
02/06/2021,51600,Fairfax City,Fairfax,Local Health Departments,Pfizer,1,13650
04/01/2021,51177,Spotsylvania,Rappahannock,Medical Practices,Moderna,1,100
03/08/2021,51570,Colonial Heights,Chesterfield,Medical Practices,Moderna,1,200
04/01/2021,51195,Wise,Lenowisco,Pharmacies,Moderna,2,200
03/20/2021,51061,Fauquier,Rappahannock Rapidan,Local Health Departments,Pfizer,2,1170
12/14/2020,51678,Lexington,Central Shenandoah,Hospitals,Pfizer,1,4875
04/01/2021,51800,Suffolk,Western Tidewater,Pharmacies,Moderna,2,300
04/11/2021,51683,Manassas City,Prince William,Pharmacies,Moderna,2,100
01/28/2021,51840,Winchester,Lord Fairfax,Hospitals,Moderna,2,3400
04/01/2021,51089,Henry,West Piedmont,Medical Practices,Moderna,1,100
03/25/2021,51041,Chesterfield,Chesterfield,Pharmacies,Moderna,2,500
03/25/2021,51510,Alexandria,Alexandria,Other Community Health Providers,J&J,1,100
02/25/2021,51159,Richmond County,Three Rivers,Other Community Health Providers,Moderna,2,400
01/30/2021,51073,Gloucester,Three Rivers,Hospitals,Pfizer,2,975
04/18/2021,51105,Lee,Lenowisco,Medical Practices,Moderna,2,100
12/30/2020,51840,Winchester,Lord Fairfax,Hospitals,Pfizer,1,5850
04/22/2021,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,2,300
04/09/2021,51510,Alexandria,Alexandria,Medical Practices,Pfizer,1,5850
04/05/2021,51013,Arlington,Arlington,Pharmacies,Moderna,1,100
04/01/2021,51550,Chesapeake,Chesapeake,Pharmacies,Moderna,1,500
03/22/2021,51810,Virginia Beach,Virginia Beach,Local Health Departments,Pfizer,2,3510
04/11/2021,51173,Smyth,Mount Rogers,Local Health Departments,Moderna,2,1300
04/01/2021,51191,Washington,Mount Rogers,Pharmacies,Moderna,2,300
04/22/2021,51680,Lynchburg,Central Virginia,Local Health Departments,Moderna,2,700
04/01/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Moderna,2,1900
03/29/2021,51061,Fauquier,Rappahannock Rapidan,Local Health Departments,J&J,1,1500
04/16/2021,51107,Loudoun,Loudoun,Local Health Departments,Pfizer,2,8190
04/17/2021,51087,Henrico,Henrico,Hospitals,Pfizer,1,1170
02/28/2021,51119,Middlesex,Three Rivers,Local Health Departments,Moderna,1,800
03/18/2021,51019,Bedford,Central Virginia,Pharmacies,Moderna,2,100
03/25/2021,51091,Highland,Central Shenandoah,Local Health Departments,Moderna,2,100
02/25/2021,51041,Chesterfield,Chesterfield,Other Community Health Providers,Moderna,2,200
02/04/2021,51071,Giles,New River,Pharmacies,Moderna,2,100
03/28/2021,51683,Manassas City,Prince William,Pharmacies,Moderna,1,300
03/18/2021,51650,Hampton,Hampton,Medical Practices,Moderna,2,100
03/14/2021,51153,Prince William,Prince William,Medical Practices,Moderna,1,2300
02/28/2021,51690,Martinsville,West Piedmont,Local Health Departments,Moderna,1,200
02/25/2021,51195,Wise,Lenowisco,Pharmacies,Moderna,2,100
04/02/2021,51147,Prince Edward,Piedmont,Local Health Departments,Pfizer,1,1170
04/11/2021,51153,Prince William,Prince William,Medical Practices,Moderna,2,1500
02/01/2021,51165,Rockingham,Central Shenandoah,Pharmacies,Moderna,1,600
04/01/2021,51510,Alexandria,Alexandria,Medical Practices,Moderna,1,2000
04/16/2021,51770,Roanoke City,Roanoke,Local Health Departments,Pfizer,2,1170
04/02/2021,51540,Charlottesville,Blue Ridge,Local Health Departments,Pfizer,2,1170
04/11/2021,51167,Russell,Cumberland Plateau,Pharmacies,Moderna,2,300
04/11/2021,51590,Danville,Pittsylvania-Danville,Local Health Departments,Moderna,2,300
02/20/2021,51700,Newport News,Peninsula,Hospitals,Moderna,1,1600
02/13/2021,51600,Fairfax City,Fairfax,Local Health Departments,Pfizer,1,13650
01/11/2021,51590,Danville,Pittsylvania-Danville,Hospitals,Moderna,2,2000
01/20/2021,51043,Clarke,Lord Fairfax,Local Health Departments,Moderna,2,100
04/08/2021,51115,Mathews,Three Rivers,Medical Practices,Moderna,2,100
03/18/2021,51121,Montgomery,New River,Local Health Departments,Moderna,2,1600
01/24/2021,51121,Montgomery,New River,Local Health Departments,Moderna,1,1100
01/18/2021,51187,Warren,Lord Fairfax,Local Health Departments,Moderna,1,600
01/24/2021,51680,Lynchburg,Central Virginia,Medical Practices,Moderna,1,100
04/03/2021,51800,Suffolk,Western Tidewater,Other Community Health Providers,Pfizer,1,2340
02/04/2021,51770,Roanoke City,Roanoke,Hospitals,Moderna,2,300
02/01/2021,51510,Alexandria,Alexandria,Pharmacies,Moderna,1,500
01/03/2021,51121,Montgomery,New River,Local Health Departments,Moderna,1,1500
04/29/2021,51137,Orange,Rappahannock Rapidan,Local Health Departments,Moderna,2,2100
